,id,ob_date,location,location_desc,location_coords,location_coords_type,location_elevation,location_province,num_involved,num_injured,num_fatal,comment,group_activity,avalanche_obs,weather_obs,weather_comment,snowpack_obs,snowpack_comment,documents,alt_coord
254,2db699ed-aef1-4b70-b754-dc7b8a220e47,1995-02-18,Raven Lake,"100km SE of Prince George, north end of Cariboos near Sugarloaf","[508138.0, 5764365.0]",UTM 10 NAD83,,BC,,1.0,2,Hikers were caught in a slide. 1 caught hiker found a partially buried companion but could not dig him out of the snow. A third person was fully burried. There was a member of the party in a nearby cabin and this person went out to find and help rescue the 2 buried people. The rescuer was caught in a slide close to the original avalanche site. He managed to survive and returned to the cabin. The trip to the highway was tough due to a storm. The outside rescue effort was hampered by weather.,Snowshoeing & Hiking,"[{'observation_date': '1995-02-18 15:30', 'size': '', 'type': 'Slab', 'trigger': 'U', 'aspect': 'N', 'elevation': 1740, 'slab_width': None, 'slab_thickness': None}, {'observation_date': '1995-02-18', 'size': '0.5', 'type': '', 'trigger': 'Sa', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",major snowfall,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/5ab0e0b2-f921-4716-983c-1d2c8af3d920/AlpineClubOfCanadaWriteup.pdf'}, {'title': 'Raven Lake, Cariboo Mountains (p. 158)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/d8345c9a-2905-4c85-aa55-4b0de1c90561/AvalancheAccidentsV4.pdf'}]","[-122.878333, 52.038333]"
255,87c30130-82c4-45b8-9197-f25857412770,1995-02-04,Crescent Spur,50 km NW of McBride,"[657797.0, 5763520.0]",UTM 10 NAD83,,BC,1.0,,1," Feb 4 at 13:15, 50km NW of McBride. Size 2.5 dry ST, 2130m E asp, crown 15-75cm, width 160m, including long flank, initial fracture on new snow/old snow interface, stepping down into old snow. Fracture line profile not available due to weather. 1 caught, buried 4m for 25 min, located by beacon & probes.",Mechanized Skiing,"[{'observation_date': '1995-02-04 13:15', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'E', 'elevation': 2130, 'slab_width': 160, 'slab_thickness': 45}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'C', 'wind_dir': '', 'sky': 'CLR', 'precip': 'Nil'}",am temp -4.0,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Crown width incl long flanks. Stab good for all elevs. Weak layer 30-40cm down failed.,"[{'title': 'Mount Ryder, near McBride, BC (p. 96)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/d93d604f-72d2-490a-9655-49a3757438f1/AvalancheAccidentsV4.pdf'}]","[-120.68333, 53.583333]"
256,923dbb69-1ed9-439b-a217-24011ebe2f87,1995-01-23,Teton Peak,N of Whistler,"[None, None]",,,BC,,,1,,Control Work,"[{'observation_date': '1995-01-23', 'size': '', 'type': '', 'trigger': 'Sa', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,[],"[None, None]"
257,c2e5b543-e789-49b3-96b1-8a7d047f95af,1994-11-19,Crans Bowl,at Hemlock Valley Ski Area (not open yet for season),"[579024.0, 5470254.0]",UTM 10 NAD83,,BC,1.0,,1,"Update on avalanche fatality of Saturday Nov.19: Hemlock Valley, BC at 2:30pm: 2 Pro-patrollers out assessing snow for blasting were descending through subalp trees adjacent to bowl - overrun by avalanche from bowl. 1 Person caught and buried 2.5-3m, found with random probe after 2.5hrs.  Size 2 SSL unknown release (during storm) in subalp at 1220m on SE asp, 1F-4F warm, dense, rimed, wind-blown slab on top of 4F-F PD layer. Incl 40, vert fall 135m, HS 210cm (deep early season snpk), crwn avg 30cm, width 45m.",Control Work,"[{'observation_date': '1994-11-19 14:30', 'size': '2.0', 'type': 'Slab', 'trigger': 'U', 'aspect': 'SE', 'elevation': 1220, 'slab_width': 45, 'slab_thickness': 30}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'OVC', 'precip': ''}",,"{'hs': None, 'hn24': 20.0, 'hst': None, 'hst_reset': ''}",1F-4F slab over 4F -F. HS 210,"[{'title': 'Hemlock Valley Ski Area, BC (p. 94)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/585df8e7-5966-49db-b68e-f91e4bd43e10/AvalancheAccidentsV4.pdf'}]","[None, None]"
258,197a8d53-22d0-4728-b398-333b8a9ed49a,1994-08-31,Mount Athabasca,Silverhorn Route,"[None, None]",,,AB,1.0,1.0,1,Incident occurred during guide training/assessment. While descending group triggered a small avalanche that swept 2 people down steep slope.,Mountaineering,"[{'observation_date': '1994-08-31', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NE', 'elevation': 3100, 'slab_width': 45, 'slab_thickness': 30}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",slid on facets buried August 26/27,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/ddd691f4-72c2-46b1-87ab-87cfc90334c6/AlpineClubOfCanadaWriteup.pdf'}]","[-117.2016667, 52.1805555]"
259,c86f3432-f807-4cb3-8b6a-cac59d122fe7,1994-05-21,Europa Lake,1850m peak S of E end of Europa Lake near Kitimat,"[541165.0, 5911362.0]",UTM 9 NAD83,,BC,,,1,Steep loose aval carried skier over cornice then started larger aval which in turn carried him over a cliff.,Backcountry Skiing,"[{'observation_date': '1994-05-21 17:00', 'size': '2.0', 'type': 'Loose', 'trigger': 'Sa', 'aspect': 'SE', 'elevation': 1735, 'slab_width': 8, 'slab_thickness': 10}]","{'temp_present': 0, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'L', 'wind_dir': '', 'sky': '', 'precip': 'RV'}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",samller aval carried person onto lwer slope and started aval 35cm thick,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/8799e2cb-72eb-4b8f-ae44-3b998588f262/AlpineClubOfCanadaWriteup.pdf'}, {'title': 'Europa Lake, Coast Mountains (p. 92)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/9d37c24c-7793-4f49-8b96-7e36f4a531f1/AvalancheAccidentsV4.pdf'}]","[-128.356111, 53.349722]"
260,a9bed1b3-4f65-487a-973a-c12bb51435ce,1994-02-22,Greely Creek,East of Revelstoke,"[425553.0, 5651462.0]",UTM 11 NAD83,,BC,,,1,unknown trigger ( Nc or Sr) started slide that over ran a landing where a second group was preparing to ski. This slide ran over a knoll and hit the first group. Some of the group were carried through trees. Some injuries. (a written note on the involvement fax indicates there was a fatatlity due to complications.,Mechanized Skiing,"[{'observation_date': '1994-02-22 18:40', 'size': '3.0', 'type': 'Slab', 'trigger': 'U', 'aspect': 'E', 'elevation': 2100, 'slab_width': 500, 'slab_thickness': 100}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}","Initial bed surface:Sh-10mm, Striated, stepping down below mixed forms layers onto rounds/PS Sev. crowns not all linked. Cornice trigger or SR from below.",[],"[None, None]"
261,5cb75ad9-a276-4de1-af69-b18c2f3c97f7,1994-02-13,Hasler Creek,near Chetwynd,"[565437.0, 6162041.0]",UTM 10 NAD83,,BC,1.0,,1,Sledder traversed into a steep slope unobserved and triggered slide.,Snowmobiling,"[{'observation_date': '1994-02-13', 'size': '', 'type': 'Slab', 'trigger': 'Ma', 'aspect': '', 'elevation': None, 'slab_width': 100, 'slab_thickness': 150}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Hasler Creek, near Chetwynd, BC (p. 129)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/bfd016e2-4a99-4198-b4a1-f87f1f8215df/AvalancheAccidentsV4.pdf'}]","[-121.967778, 55.605556]"
262,a0678a3c-ab71-4166-827e-4b6e8353b081,1994-02-13,Middle Kootenay Pass,4km S of Westcastle Ski Area,"[689095.0, 5459602.0]",UTM 11 NAD83,,AB,2.0,,2,"Snowmobiler died on same slope in 1989
Sledders had gone to an area as part of a search and rescue mission. The lost sledders were found and some of the rescuers went sledding. A group went highmarking and triggerd a slide, killing 2 people.",Snowmobiling,"[{'observation_date': '1994-02-13 11:40', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'E', 'elevation': 1775, 'slab_width': 150, 'slab_thickness': 80}]","{'temp_present': -3, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'M', 'wind_dir': 'SW', 'sky': 'OVC', 'precip': 'S1'}",Nearby wx plot had 7cm HN on morning of accident,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Failure plane - rain saturated snow layer of 94-12-10 - wet grains turning to facets,"[{'title': 'Middle Kootenay Pass, near Pincher Creek, Alberta (p. 126)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/562ba35d-d187-4b5c-ba14-d6f7c4a72a75/AvalancheAccidentsV4.pdf'}]","[-114.4083333, 49.2602778]"
263,29dc66fd-20ed-4c18-9015-e1beaab7972d,1994-01-05,Oscar Creek,"8 km up Oscar Creek Logging Road near Ymir, BC","[485993.0, 5689869.0]",UTM 11 NAD83,,BC,1.0,,1,Two snowmobilers were involved.  One was partially buried and managed to dig herself out.  No self rescue equipment was available so she had to walk 8km for help.   The victim was found by RCMP dog after 5 minute search at the site.  It was 4 hours after burial and too late.,Snowmobiling,"[{'observation_date': '1994-01-05 17:30', 'size': '2.5', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'NW', 'elevation': 1600, 'slab_width': 100, 'slab_thickness': 45}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",RB 2 and ST-E on failure plane next day,"[{'title': 'Oscar Creek near Ymir, BC (p. 124)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/fb5246a2-7448-42eb-8c58-5a4a39369e46/AvalancheAccidentsV4.pdf'}]","[-117.206111, 49.278333]"
264,82657970-5eb2-4ca5-bf62-888c6421be05,1993-11-28,Howard Douglas Basin,near Sunshine Ski Area,"[588883.0, 5659479.0]",UTM 11 NAD83,,AB,1.0,,1,"Whole Avalanche Comment Section
:  28November1993  1330h - Banff National Park (Howard Douglas) outside Sunshine Ski Area; 2 persons skied into toe of large slope and triggered avalanche slab 75 x 75 x 1.5-2m; FL profile showed easy shear of hard slab on MF cr, N asp 35degree open slope; self rescue, one skier on sfce dug out partner who was face down in deposit and dead when dug out.",Backcountry Skiing,"[{'observation_date': '1993-11-28 13:30', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'N', 'elevation': 2260, 'slab_width': 75, 'slab_thickness': 60}]","{'temp_present': -4, 'temp_max': -1, 'temp_min': -4, 'temp_trend': '', 'wind_speed': 'L', 'wind_dir': 'S', 'sky': 'OVC', 'precip': 'S-1'}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Mt. Howard Douglas, Banff National Park (p. 90)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/6ca3bc9f-ddcb-4cc8-9323-1ad7dddea02d/AvalancheAccidentsV4.pdf'}]","[None, None]"
265,0fc8dae9-4b22-4b31-a158-9ddf7fbff177,1993-08-09,Aemmer Couloir,NE ridge of Mt Temple near Lake Louise,"[554936.0, 5689034.0]",UTM 11 NAD83,,AB,,2.0,1,,Mountaineering,"[{'observation_date': '1993-08-09 07:30', 'size': '2.0', 'type': 'Loose', 'trigger': 'Na', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","warm morning, may not have frozen at upper elevations on the mountain","{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Mt. Temple, Banff National Park (p. 157)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/5a8c4f7f-ddbd-42d6-9e10-25eb00b7af6c/AvalancheAccidentsV4.pdf'}, {'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/ca9fb761-a223-4c53-bd1c-b076e4696be7/AlpineClubOfCanadaWriteup.pdf'}]","[None, None]"
266,2d2b4950-789c-4ee9-a867-73eff0d6f3b3,1993-05-24,Mount Logan,Hummingbird Ridge,"[535512.0, 6713923.0]",UTM 7 NAD83,,YT,,,1,,Mountaineering,"[{'observation_date': '1993-05-24 04:15', 'size': '', 'type': '', 'trigger': 'Na', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': -4, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'OVC', 'precip': ''}",3-4 days prev warm though bad wx rain + snow,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Trigger was large boulders from arrete,"[{'title': 'Hummingbird Ridge, Mount Logan, Yukon (p. 156)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/af326178-ab00-456d-9d3d-8f7d77ebe8e4/AvalancheAccidentsV4.pdf'}]","[None, None]"
267,6ccd43c8-fe80-4530-873f-eb7db50e5b8a,1993-03-20,Slipstream,East face of Snowdome in the Columbia Icefields area,"[478722.0, 5781095.0]",UTM 11 NAD83,,AB,2.0,,3,Believed to have been avalanched off Slipstream into crevasses at base of route.,Ice Climbing,"[{'observation_date': '1993-03-20', 'size': '', 'type': '', 'trigger': 'U', 'aspect': 'NE', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Snow Dome, Jasper National Park (p. 155)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/91d38107-9cbd-4526-929a-756c5178ee3f/AvalancheAccidentsV4.pdf'}, {'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/da3a2a39-da6e-401a-b3ee-a67fa374545f/AlpineClubOfCanadaWriteup.pdf'}]","[None, None]"
268,ab32369a-cae1-4801-8dae-401464c029fb,1993-03-17,Bruins Pass,Just below the pass,"[459482.0, 5683337.0]",UTM 11 NAD83,,BC,1.0,,1,"Bruin's Pass: 03-17, 1300h+, size 2-2.5 SE asp, 2400m, two ski tourers involved, one fatality, buried 0.5m, triggered a slab release 40-50cm crown, ran on crust (fc on crust). Also skier-propagated (rescue party), slab fracture line 300-400m wide on descent.",Backcountry Skiing,"[{'observation_date': '1993-03-17 12:50', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'E', 'elevation': 2530, 'slab_width': None, 'slab_thickness': 45}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/96e9b7aa-47b4-42dc-a541-57045c5cd59c/AlpineClubOfCanadaWriteup.pdf'}, {'title': 'Bruis Pass, Glacier National Park (p. 84)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/86f9ef81-91f0-4d6a-925d-7d27be28b83a/AvalancheAccidentsV4.pdf'}]","[-117.5875, 51.299444]"
269,ef3b6070-e465-43fa-8646-6bfbb1462f16,1993-03-10,Bourne Glacier,70 km NW of Revelstoke,"[389790.0, 5685475.0]",UTM 11 NAD83,,BC,1.0,,1,2 sledders highmarking on a slope. The first turned around at the top and triggered the slide. One sledder patially buried with his helmet showing while the other sleeder was deeply buried.,Snowmobiling,"[{'observation_date': '1993-03-10 15:30', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'E', 'elevation': 2200, 'slab_width': 20, 'slab_thickness': 150}]","{'temp_present': None, 'temp_max': -3, 'temp_min': -14, 'temp_trend': '', 'wind_speed': 'L', 'wind_dir': '', 'sky': '', 'precip': 'Nil'}",,"{'hs': None, 'hn24': 0.0, 'hst': 0, 'hst_reset': ''}",,"[{'title': 'Bourne Glacier, near revelstoke, BC (p. 122)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/dfebaf31-d515-463c-b7c8-5162a9ee1b4a/AvalancheAccidentsV4.pdf'}]","[-118.58667, 51.326667]"
270,daeef545-33cc-4954-a06f-ad82bbf90383,1993-03-07,Mount Skookum,near Carcross,"[473268.0, 6673760.0]",UTM 8 NAD83,,YT,1.0,0.0,1,"After riding slope most of the day, one of a group of sleddedrs got stuck on the slope. He got off and in doing so triggered a slide. A rider below him rode up (and over) the triggerer and started a second slide just above the first.",Snowmobiling,"[{'observation_date': '1993-03-07 13:00', 'size': '2.5', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'NE', 'elevation': None, 'slab_width': None, 'slab_thickness': 60}]","{'temp_present': -15, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'CLR', 'precip': 'Nil'}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Windslab on DH,"[{'title': 'Mount Skookum, near carcross, Yukon (p. 121)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/d3a191d4-a447-4a02-9e60-57df6a1a384f/AvalancheAccidentsV4.pdf'}]","[None, None]"
271,f11bf52d-716d-47f2-a412-853eba918107,1993-02-18,Tadousac mountains,Quebec,"[447267.0, 5336551.0]",UTM 19 NAD83,,QC,,,1,,Snowshoeing & Hiking,"[{'observation_date': '1993-02-18', 'size': '', 'type': 'Slab', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,[],"[None, None]"
272,cf84e378-54e0-42b8-abe7-154c34ff223b,1992-12-25,Parker Ridge,Above Hilda Creek hostel,"[491030.0, 5781058.0]",UTM 11 NAD83,,AB,,,1,,Backcountry Skiing,"[{'observation_date': '1992-12-25 13:30', 'size': '3.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'N', 'elevation': 2200, 'slab_width': None, 'slab_thickness': 60}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'S', 'wind_dir': 'W', 'sky': 'OVC', 'precip': 'S-1'}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/f30d32f6-f6b1-4b17-a192-40059f41edf2/AlpineClubOfCanadaWriteup.pdf'}, {'title': ""Parker's Ridge, Banff National Park (p. 80)"", 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/783c1eb0-b67f-42cc-8567-6ce2a12e7e50/AvalancheAccidentsV4.pdf'}]","[-115.0863889, 51.8019445]"
273,dda31d24-6134-46d3-a2c6-88322e08e95f,1992-12-19,outside Cypress Bowl Ski Area,Mount Strachan; NE facing bowl above Australian gully,"[485397.0, 5473037.0]",UTM 10 NAD83,,BC,1.0,,1,2 people skiing out of bounds were caught in a slide. 1 Managed to hold on to a tree while the second went for a longer ride and was buried. Search efforts hampered by very poor weather. Body recovered in spring.,Out-of-Bounds Skiing,"[{'observation_date': '1992-12-19', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NE', 'elevation': 1370, 'slab_width': 250, 'slab_thickness': 50}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': 50, 'hst_reset': ''}",,"[{'title': 'Mt. Strachan, West Vancouver (p. 79)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/531867a1-93b4-4ed7-a712-8803ccf1a596/AvalancheAccidentsV4.pdf'}]","[None, None]"
274,88f00325-f3f6-4d8b-847b-15ba59e08389,1992-12-13,Owl's Head Mountain,"on ecological reserve south of Sicamous, BC","[362648.0, 5634946.0]",UTM 11 NAD83,,BC,1.0,,1,A pair of sledders were descending a slope when it released. They were the second pair down this particular slope.,Snowmobiling,"[{'observation_date': '1992-12-13 14:30', 'size': '2.5', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'NE', 'elevation': 2100, 'slab_width': 250, 'slab_thickness': 50}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'X', 'precip': 'S-1'}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': ""Owl's Head Mountain, near Sicamous, BC (p. 119)"", 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/ce8f6d6f-14b2-418b-b3b5-12badd2e8ec2/AvalancheAccidentsV4.pdf'}]","[None, None]"
275,5cb8f8d0-65d9-407e-98f1-32c81dd1dcd7,1992-04-22,Mount Dagon,"Monarch Icefields, SE of Bella Coola","[699054.0, 5762761.0]",UTM 9 NAD83,,BC,2.0,,2,2 people on a ski/ climbing trip.The pair ascended glacier and were hit by a slide. The trigger is unknown. Bodies were found over a month later.,Backcountry Skiing,"[{'observation_date': '1992-04-22', 'size': '', 'type': '', 'trigger': 'Sa', 'aspect': 'W', 'elevation': 2620, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/01bd65bb-6231-4309-b460-45b6275b54f0/AlpineClubOfCanadaWriteup.pdf'}, {'title': 'Mt. Dragon, Monarch Icefields (p. 153)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/998ec458-681b-4151-9a01-8bd85f735d7d/AvalancheAccidentsV4.pdf'}]","[-126.109722, 51.977778]"
276,fcd1d651-47fd-469f-8cc8-23ff82324ae9,1992-02-26,Silk Tassel,Ice climb near Field,"[538181.0, 5694442.0]",UTM 11 NAD83,,BC,,,1,,Ice Climbing,"[{'observation_date': '1992-02-26 12:30', 'size': '3.0', 'type': 'Loose', 'trigger': 'Na', 'aspect': 'S', 'elevation': 1680, 'slab_width': None, 'slab_thickness': None}]","{'temp_present': 8, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'C', 'wind_dir': '', 'sky': 'CLR', 'precip': 'Nil'}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Silk Tassel, Yoho National Park (p. 151)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/65e31c01-d265-452c-8fae-52a3b26eba12/AvalancheAccidentsV4.pdf'}, {'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/91b02df2-1673-4d89-9fb9-5a91788d6e9a/AlpineClubOfCanadaWriteup.pdf'}]","[None, None]"
277,91a04e66-b383-401c-b2a5-f917046a881a,1992-01-03,Mount Thornhill,Just SE of Terrace city limits,"[536826.0, 6037056.0]",UTM 9 NAD83,,BC,2.0,,2,"Whole Avalanche Comment Section
Copper Mt; 16:00 today, party of snowmobilers involved in aval; 2 missing; 6 remaining probed with branches, then went for help when unsuccessful; Terrace Highways personelle called in 18:00; RCMP dog handler called in; no info on type of failure, sliding layer, etc can be expected until daylight tomorrow.
IS THISTHE RIGHT INFO FOR THIS SLIDE?",Snowmobiling,"[{'observation_date': '1992-01-03 15:15', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'NE', 'elevation': 1455, 'slab_width': 400, 'slab_thickness': 115}]","{'temp_present': -3, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'S', 'wind_dir': 'SW', 'sky': 'OVC', 'precip': 'Nil'}",,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"[{'title': 'Thornhill Mountain near Terrace, BC (p. 116)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/3c641aba-a18c-49b8-8eaf-0f161ab5bed9/AvalancheAccidentsV4.pdf'}]","[-128.434166, 54.491944]"
